,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,PTS_OFF_TOV_A,PTS_2ND_CHANCE_A,PTS_FB_A,PTS_PAINT_A,OPP_PTS_OFF_TOV_A,OPP_PTS_2ND_CHANCE_A,OPP_PTS_FB_A,OPP_PTS_PAINT_A,BLK_A,BLKA_A,PF_A,PFD_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,PTS_OFF_TOV_B,PTS_2ND_CHANCE_B,PTS_FB_B,PTS_PAINT_B,OPP_PTS_OFF_TOV_B,OPP_PTS_2ND_CHANCE_B,OPP_PTS_FB_B,OPP_PTS_PAINT_B,BLK_B,BLKA_B,PF_B,PFD_B
2,0021900490,1610612742,Mavericks,DAL,Dallas,240:00,14.0,11.0,17.0,32.0,25.0,10.0,18.0,54.0,4,7,23,23,1610612747,Lakers,LAL,Los Angeles,240:00,25.0,10.0,18.0,54.0,14.0,11.0,17.0,32.0,7,4,23,23
1,0021900491,1610612753,Magic,ORL,Orlando,240:00,21.0,17.0,9.0,50.0,17.0,9.0,8.0,50.0,6,4,17,20,1610612737,Hawks,ATL,Atlanta,240:00,17.0,9.0,8.0,50.0,21.0,17.0,9.0,50.0,4,6,20,17
2,0021900491,1610612737,Hawks,ATL,Atlanta,240:00,17.0,9.0,8.0,50.0,21.0,17.0,9.0,50.0,4,6,20,17,1610612753,Magic,ORL,Orlando,240:00,21.0,17.0,9.0,50.0,17.0,9.0,8.0,50.0,6,4,17,20
1,0021900492,1610612764,Wizards,WAS,Washington,240:00,27.0,12.0,18.0,46.0,8.0,12.0,3.0,46.0,6,1,27,22,1610612748,Heat,MIA,Miami,240:00,8.0,12.0,3.0,46.0,27.0,12.0,18.0,46.0,1,6,22,27
2,0021900492,1610612748,Heat,MIA,Miami,240:00,8.0,12.0,3.0,46.0,27.0,12.0,18.0,46.0,1,6,22,27,1610612764,Wizards,WAS,Washington,240:00,27.0,12.0,18.0,46.0,8.0,12.0,3.0,46.0,6,1,27,22
1,0021900493,1610612749,Bucks,MIL,Milwaukee,240:00,18.0,10.0,16.0,50.0,9.0,11.0,10.0,42.0,9,2,17,20,1610612741,Bulls,CHI,Chicago,240:00,9.0,11.0,10.0,42.0,18.0,10.0,16.0,50.0,2,9,20,17
2,0021900493,1610612741,Bulls,CHI,Chicago,240:00,9.0,11.0,10.0,42.0,18.0,10.0,16.0,50.0,2,9,20,17,1610612749,Bucks,MIL,Milwaukee,240:00,18.0,10.0,16.0,50.0,9.0,11.0,10.0,42.0,9,2,17,20
1,0021900494,1610612750,Timberwolves,MIN,Minnesota,265:00,15.0,15.0,4.0,42.0,15.0,7.0,13.0,46.0,8,6,22,25,1610612751,Nets,BKN,Brooklyn,265:00,15.0,7.0,13.0,46.0,15.0,15.0,4.0,42.0,6,8,25,22
2,0021900494,1610612751,Nets,BKN,Brooklyn,265:00,15.0,7.0,13.0,46.0,15.0,15.0,4.0,42.0,6,8,25,22,1610612750,Timberwolves,MIN,Minnesota,265:00,15.0,15.0,4.0,42.0,15.0,7.0,13.0,46.0,8,6,22,25
1,0021900495,1610612762,Jazz,UTA,Utah,240:00,25.0,9.0,15.0,52.0,16.0,9.0,11.0,46.0,6,5,21,20,1610612765,Pistons,DET,Detroit,240:00,16.0,9.0,11.0,46.0,25.0,9.0,15.0,52.0,5,6,20,21
2,0021900495,1610612765,Pistons,DET,Detroit,240:00,16.0,9.0,11.0,46.0,25.0,9.0,15.0,52.0,5,6,20,21,1610612762,Jazz,UTA,Utah,240:00,25.0,9.0,15.0,52.0,16.0,9.0,11.0,46.0,6,5,21,20
1,0021900496,1610612757,Trail Blazers,POR,Portland,240:00,10.0,11.0,5.0,48.0,9.0,15.0,19.0,46.0,4,4,19,17,1610612756,Suns,PHX,Phoenix,240:00,9.0,15.0,19.0,46.0,10.0,11.0,5.0,48.0,4,4,17,19
2,0021900496,1610612756,Suns,PHX,Phoenix,240:00,9.0,15.0,19.0,46.0,10.0,11.0,5.0,48.0,4,4,17,19,1610612757,Trail Blazers,POR,Portland,240:00,10.0,11.0,5.0,48.0,9.0,15.0,19.0,46.0,4,4,19,17
1,0021900497,1610612766,Hornets,CHA,Charlotte,240:00,9.0,8.0,12.0,42.0,11.0,14.0,6.0,54.0,4,9,16,16,1610612738,Celtics,BOS,Boston,240:00,11.0,14.0,6.0,54.0,9.0,8.0,12.0,42.0,9,4,16,16
2,0021900497,1610612738,Celtics,BOS,Boston,240:00,11.0,14.0,6.0,54.0,9.0,8.0,12.0,42.0,9,4,16,16,1610612766,Hornets,CHA,Charlotte,240:00,9.0,8.0,12.0,42.0,11.0,14.0,6.0,54.0,4,9,16,16
1,0021900498,1610612755,76ers,PHI,Philadelphia,240:00,7.0,13.0,8.0,46.0,25.0,18.0,10.0,54.0,6,6,22,16,1610612754,Pacers,IND,Indiana,240:00,25.0,18.0,10.0,54.0,7.0,13.0,8.0,46.0,6,6,16,22
2,0021900498,1610612754,Pacers,IND,Indiana,240:00,25.0,18.0,10.0,54.0,7.0,13.0,8.0,46.0,6,6,16,22,1610612755,76ers,PHI,Philadelphia,240:00,7.0,13.0,8.0,46.0,25.0,18.0,10.0,54.0,6,6,22,16
1,0021900499,1610612758,Kings,SAC,Sacramento,240:00,11.0,12.0,12.0,38.0,22.0,17.0,11.0,30.0,5,2,23,17,1610612746,Clippers,LAC,LA,240:00,22.0,17.0,11.0,30.0,11.0,12.0,12.0,38.0,2,5,17,23
2,0021900499,1610612746,Clippers,LAC,LA,240:00,22.0,17.0,11.0,30.0,11.0,12.0,12.0,38.0,2,5,17,23,1610612758,Kings,SAC,Sacramento,240:00,11.0,12.0,12.0,38.0,22.0,17.0,11.0,30.0,5,2,23,17
1,0021900500,1610612761,Raptors,TOR,Toronto,240:00,22.0,14.0,8.0,40.0,14.0,19.0,4.0,38.0,7,4,15,19,1610612739,Cavaliers,CLE,Cleveland,240:00,14.0,19.0,4.0,38.0,22.0,14.0,8.0,40.0,4,7,19,15
2,0021900500,1610612739,Cavaliers,CLE,Cleveland,240:00,14.0,19.0,4.0,38.0,22.0,14.0,8.0,40.0,4,7,19,15,1610612761,Raptors,TOR,Toronto,240:00,22.0,14.0,8.0,40.0,14.0,19.0,4.0,38.0,7,4,15,19
1,0021900501,1610612745,Rockets,HOU,Houston,240:00,22.0,15.0,24.0,60.0,19.0,20.0,9.0,60.0,7,5,17,22,1610612743,Nuggets,DEN,Denver,240:00,19.0,20.0,9.0,60.0,22.0,15.0,24.0,60.0,5,7,22,17
2,0021900501,1610612743,Nuggets,DEN,Denver,240:00,19.0,20.0,9.0,60.0,22.0,15.0,24.0,60.0,5,7,22,17,1610612745,Rockets,HOU,Houston,240:00,22.0,15.0,24.0,60.0,19.0,20.0,9.0,60.0,7,5,17,22
1,0021900502,1610612759,Spurs,SAS,San Antonio,265:00,14.0,23.0,24.0,50.0,9.0,11.0,8.0,46.0,6,6,18,14,1610612744,Warriors,GSW,Golden State,265:00,9.0,11.0,8.0,46.0,14.0,23.0,24.0,50.0,6,6,14,18
2,0021900502,1610612744,Warriors,GSW,Golden State,265:00,9.0,11.0,8.0,46.0,14.0,23.0,24.0,50.0,6,6,14,18,1610612759,Spurs,SAS,San Antonio,265:00,14.0,23.0,24.0,50.0,9.0,11.0,8.0,46.0,6,6,18,14
1,0021900503,1610612760,Thunder,OKC,Oklahoma City,240:00,11.0,18.0,7.0,42.0,15.0,12.0,5.0,36.0,5,4,21,24,1610612742,Mavericks,DAL,Dallas,240:00,15.0,12.0,5.0,36.0,11.0,18.0,7.0,42.0,4,5,24,21
2,0021900503,1610612742,Mavericks,DAL,Dallas,240:00,15.0,12.0,5.0,36.0,11.0,18.0,7.0,42.0,4,5,24,21,1610612760,Thunder,OKC,Oklahoma City,240:00,11.0,18.0,7.0,42.0,15.0,12.0,5.0,36.0,5,4,21,24
1,0021900504,1610612764,Wizards,WAS,Washington,240:00,6.0,14.0,15.0,36.0,14.0,20.0,13.0,54.0,4,6,23,21,1610612753,Magic,ORL,Orlando,240:00,14.0,20.0,13.0,54.0,6.0,14.0,15.0,36.0,6,4,21,23
2,0021900504,1610612753,Magic,ORL,Orlando,240:00,14.0,20.0,13.0,54.0,6.0,14.0,15.0,36.0,6,4,21,23,1610612764,Wizards,WAS,Washington,240:00,6.0,14.0,15.0,36.0,14.0,20.0,13.0,54.0,4,6,23,21
1,0021900505,1610612757,Trail Blazers,POR,Portland,240:00,8.0,11.0,3.0,32.0,9.0,17.0,9.0,54.0,5,6,11,14,1610612752,Knicks,NYK,New York,240:00,9.0,17.0,9.0,54.0,8.0,11.0,3.0,32.0,6,5,14,11
2,0021900505,1610612752,Knicks,NYK,New York,240:00,9.0,17.0,9.0,54.0,8.0,11.0,3.0,32.0,6,5,14,11,1610612757,Trail Blazers,POR,Portland,240:00,8.0,11.0,3.0,32.0,9.0,17.0,9.0,54.0,5,6,11,14
1,0021900506,1610612750,Timberwolves,MIN,Minnesota,240:00,19.0,13.0,11.0,32.0,15.0,12.0,20.0,54.0,8,12,25,22,1610612749,Bucks,MIL,Milwaukee,240:00,15.0,12.0,20.0,54.0,19.0,13.0,11.0,32.0,12,8,22,25
2,0021900506,1610612749,Bucks,MIL,Milwaukee,240:00,15.0,12.0,20.0,54.0,19.0,13.0,11.0,32.0,12,8,22,25,1610612750,Timberwolves,MIN,Minnesota,240:00,19.0,13.0,11.0,32.0,15.0,12.0,20.0,54.0,8,12,25,22
1,0021900507,1610612756,Suns,PHX,Phoenix,240:00,15.0,11.0,19.0,54.0,20.0,10.0,17.0,52.0,3,5,28,17,1610612747,Lakers,LAL,Los Angeles,240:00,20.0,10.0,17.0,52.0,15.0,11.0,19.0,54.0,5,3,17,28
2,0021900507,1610612747,Lakers,LAL,Los Angeles,240:00,20.0,10.0,17.0,52.0,15.0,11.0,19.0,54.0,5,3,17,28,1610612756,Suns,PHX,Phoenix,240:00,15.0,11.0,19.0,54.0,20.0,10.0,17.0,52.0,3,5,28,17
1,0021900508,1610612739,Cavaliers,CLE,Cleveland,240:00,11.0,6.0,12.0,54.0,20.0,4.0,10.0,44.0,3,0,22,15,1610612766,Hornets,CHA,Charlotte,240:00,20.0,4.0,10.0,44.0,11.0,6.0,12.0,54.0,0,3,15,22
2,0021900508,1610612766,Hornets,CHA,Charlotte,240:00,20.0,4.0,10.0,44.0,11.0,6.0,12.0,54.0,0,3,15,22,1610612739,Cavaliers,CLE,Cleveland,240:00,11.0,6.0,12.0,54.0,20.0,4.0,10.0,44.0,3,0,22,15
1,0021900509,1610612754,Pacers,IND,Indiana,240:00,15.0,12.0,11.0,50.0,10.0,19.0,18.0,66.0,3,2,21,21,1610612743,Nuggets,DEN,Denver,240:00,10.0,19.0,18.0,66.0,15.0,12.0,11.0,50.0,2,3,21,21
2,0021900509,1610612743,Nuggets,DEN,Denver,240:00,10.0,19.0,18.0,66.0,15.0,12.0,11.0,50.0,2,3,21,21,1610612754,Pacers,IND,Indiana,240:00,15.0,12.0,11.0,50.0,10.0,19.0,18.0,66.0,3,2,21,21
1,0021900510,1610612761,Raptors,TOR,Toronto,240:00,16.0,16.0,2.0,42.0,13.0,10.0,4.0,36.0,6,4,12,13,1610612748,Heat,MIA,Miami,240:00,13.0,10.0,4.0,36.0,16.0,16.0,2.0,42.0,4,6,13,12
2,0021900510,1610612748,Heat,MIA,Miami,240:00,13.0,10.0,4.0,36.0,16.0,16.0,2.0,42.0,4,6,13,12,1610612761,Raptors,TOR,Toronto,240:00,16.0,16.0,2.0,42.0,13.0,10.0,4.0,36.0,6,4,12,13
1,0021900511,1610612762,Jazz,UTA,Utah,240:00,11.0,13.0,5.0,46.0,21.0,16.0,9.0,46.0,6,5,17,15,1610612741,Bulls,CHI,Chicago,240:00,21.0,16.0,9.0,46.0,11.0,13.0,5.0,46.0,5,6,15,17
2,0021900511,1610612741,Bulls,CHI,Chicago,240:00,21.0,16.0,9.0,46.0,11.0,13.0,5.0,46.0,5,6,15,17,1610612762,Jazz,UTA,Utah,240:00,11.0,13.0,5.0,46.0,21.0,16.0,9.0,46.0,6,5,17,15
1,0021900512,1610612750,Timberwolves,MIN,Minnesota,240:00,19.0,20.0,10.0,42.0,9.0,4.0,6.0,38.0,7,1,20,20,1610612744,Warriors,GSW,Golden State,240:00,9.0,4.0,6.0,38.0,19.0,20.0,10.0,42.0,1,7,20,20
2,0021900512,1610612744,Warriors,GSW,Golden State,240:00,9.0,4.0,6.0,38.0,19.0,20.0,10.0,42.0,1,7,20,20,1610612750,Timberwolves,MIN,Minnesota,240:00,19.0,20.0,10.0,42.0,9.0,4.0,6.0,38.0,7,1,20,20
1,0021900513,1610612742,Mavericks,DAL,Dallas,240:00,18.0,12.0,19.0,44.0,16.0,19.0,17.0,56.0,8,1,21,21,1610612751,Nets,BKN,Brooklyn,240:00,16.0,19.0,17.0,56.0,18.0,12.0,19.0,44.0,1,8,21,21
2,0021900513,1610612751,Nets,BKN,Brooklyn,240:00,16.0,19.0,17.0,56.0,18.0,12.0,19.0,44.0,1,8,21,21,1610612742,Mavericks,DAL,Dallas,240:00,18.0,12.0,19.0,44.0,16.0,19.0,17.0,56.0,8,1,21,21
1,0021900514,1610612759,Spurs,SAS,San Antonio,240:00,2.0,11.0,14.0,42.0,15.0,12.0,16.0,52.0,8,6,22,14,1610612760,Thunder,OKC,Oklahoma City,240:00,15.0,12.0,16.0,52.0,2.0,11.0,14.0,42.0,6,8,14,22
2,0021900514,1610612760,Thunder,OKC,Oklahoma City,240:00,15.0,12.0,16.0,52.0,2.0,11.0,14.0,42.0,6,8,14,22,1610612759,Spurs,SAS,San Antonio,240:00,2.0,11.0,14.0,42.0,15.0,12.0,16.0,52.0,8,6,22,14
1,0021900515,1610612758,Kings,SAC,Sacramento,240:00,18.0,18.0,23.0,50.0,19.0,10.0,23.0,62.0,8,0,24,25,1610612763,Grizzlies,MEM,Memphis,240:00,19.0,10.0,23.0,62.0,18.0,18.0,23.0,50.0,0,8,25,24
2,0021900515,1610612763,Grizzlies,MEM,Memphis,240:00,19.0,10.0,23.0,62.0,18.0,18.0,23.0,50.0,0,8,25,24,1610612758,Kings,SAC,Sacramento,240:00,18.0,18.0,23.0,50.0,19.0,10.0,23.0,62.0,8,0,24,25
1,0021900516,1610612746,Clippers,LAC,LA,240:00,15.0,11.0,17.0,62.0,26.0,16.0,24.0,64.0,11,1,22,23,1610612765,Pistons,DET,Detroit,240:00,26.0,16.0,24.0,64.0,15.0,11.0,17.0,62.0,1,11,23,22
2,0021900516,1610612765,Pistons,DET,Detroit,240:00,26.0,16.0,24.0,64.0,15.0,11.0,17.0,62.0,1,11,23,22,1610612746,Clippers,LAC,LA,240:00,15.0,11.0,17.0,62.0,26.0,16.0,24.0,64.0,11,1,22,23
1,0021900517,1610612738,Celtics,BOS,Boston,240:00,16.0,14.0,25.0,62.0,9.0,15.0,21.0,34.0,7,5,16,24,1610612737,Hawks,ATL,Atlanta,240:00,9.0,15.0,21.0,34.0,16.0,14.0,25.0,62.0,5,7,24,16
2,0021900517,1610612737,Hawks,ATL,Atlanta,240:00,9.0,15.0,21.0,34.0,16.0,14.0,25.0,62.0,5,7,24,16,1610612738,Celtics,BOS,Boston,240:00,16.0,14.0,25.0,62.0,9.0,15.0,21.0,34.0,7,5,16,24
1,0021900518,1610612753,Magic,ORL,Orlando,240:00,24.0,4.0,9.0,36.0,13.0,2.0,8.0,38.0,4,2,17,20,1610612748,Heat,MIA,Miami,240:00,13.0,2.0,8.0,38.0,24.0,4.0,9.0,36.0,2,4,20,17
2,0021900518,1610612748,Heat,MIA,Miami,240:00,13.0,2.0,8.0,38.0,24.0,4.0,9.0,36.0,2,4,20,17,1610612753,Magic,ORL,Orlando,240:00,24.0,4.0,9.0,36.0,13.0,2.0,8.0,38.0,4,2,17,20
1,0021900519,1610612764,Wizards,WAS,Washington,240:00,11.0,25.0,11.0,42.0,14.0,21.0,13.0,62.0,4,7,28,21,1610612757,Trail Blazers,POR,Portland,240:00,14.0,21.0,13.0,62.0,11.0,25.0,11.0,42.0,7,4,21,28
2,0021900519,1610612757,Trail Blazers,POR,Portland,240:00,14.0,21.0,13.0,62.0,11.0,25.0,11.0,42.0,7,4,21,28,1610612764,Wizards,WAS,Washington,240:00,11.0,25.0,11.0,42.0,14.0,21.0,13.0,62.0,4,7,28,21
1,0021900520,1610612755,76ers,PHI,Philadelphia,240:00,14.0,13.0,18.0,60.0,16.0,9.0,20.0,52.0,6,3,22,24,1610612745,Rockets,HOU,Houston,240:00,16.0,9.0,20.0,52.0,14.0,13.0,18.0,60.0,3,6,24,22
2,0021900520,1610612745,Rockets,HOU,Houston,240:00,16.0,9.0,20.0,52.0,14.0,13.0,18.0,60.0,3,6,24,22,1610612755,76ers,PHI,Philadelphia,240:00,14.0,13.0,18.0,60.0,16.0,9.0,20.0,52.0,6,3,22,24
1,0021900521,1610612756,Suns,PHX,Phoenix,240:00,19.0,15.0,20.0,46.0,4.0,12.0,5.0,48.0,3,7,25,26,1610612752,Knicks,NYK,New York,240:00,4.0,12.0,5.0,48.0,19.0,15.0,20.0,46.0,7,3,26,25
2,0021900521,1610612752,Knicks,NYK,New York,240:00,4.0,12.0,5.0,48.0,19.0,15.0,20.0,46.0,7,3,26,25,1610612756,Suns,PHX,Phoenix,240:00,19.0,15.0,20.0,46.0,4.0,12.0,5.0,48.0,3,7,25,26
1,0021900522,1610612740,Pelicans,NOP,New Orleans,240:00,14.0,9.0,27.0,68.0,17.0,8.0,24.0,54.0,10,4,20,14,1610612747,Lakers,LAL,Los Angeles,240:00,17.0,8.0,24.0,54.0,14.0,9.0,27.0,68.0,4,10,14,20
2,0021900522,1610612747,Lakers,LAL,Los Angeles,240:00,17.0,8.0,24.0,54.0,14.0,9.0,27.0,68.0,4,10,14,20,1610612740,Pelicans,NOP,New Orleans,240:00,14.0,9.0,27.0,68.0,17.0,8.0,24.0,54.0,10,4,20,14
1,0021900523,1610612763,Grizzlies,MEM,Memphis,240:00,13.0,9.0,24.0,56.0,8.0,21.0,14.0,58.0,10,1,23,22,1610612746,Clippers,LAC,LA,240:00,8.0,21.0,14.0,58.0,13.0,9.0,24.0,56.0,1,10,22,23
2,0021900523,1610612746,Clippers,LAC,LA,240:00,8.0,21.0,14.0,58.0,13.0,9.0,24.0,56.0,1,10,22,23,1610612763,Grizzlies,MEM,Memphis,240:00,13.0,9.0,24.0,56.0,8.0,21.0,14.0,58.0,10,1,23,22
1,0021900524,1610612761,Raptors,TOR,Toronto,240:00,32.0,20.0,18.0,54.0,9.0,9.0,12.0,34.0,4,11,25,24,1610612751,Nets,BKN,Brooklyn,240:00,9.0,9.0,12.0,34.0,32.0,20.0,18.0,54.0,11,4,24,25
2,0021900524,1610612751,Nets,BKN,Brooklyn,240:00,9.0,9.0,12.0,34.0,32.0,20.0,18.0,54.0,11,4,24,25,1610612761,Raptors,TOR,Toronto,240:00,32.0,20.0,18.0,54.0,9.0,9.0,12.0,34.0,4,11,25,24
1,0021900525,1610612762,Jazz,UTA,Utah,240:00,6.0,13.0,10.0,38.0,9.0,13.0,6.0,36.0,3,5,10,12,1610612753,Magic,ORL,Orlando,240:00,9.0,13.0,6.0,36.0,6.0,13.0,10.0,38.0,5,3,12,10
2,0021900525,1610612753,Magic,ORL,Orlando,240:00,9.0,13.0,6.0,36.0,6.0,13.0,10.0,38.0,5,3,12,10,1610612762,Jazz,UTA,Utah,240:00,6.0,13.0,10.0,38.0,9.0,13.0,6.0,36.0,3,5,10,12
1,0021900526,1610612754,Pacers,IND,Indiana,240:00,10.0,21.0,10.0,38.0,16.0,13.0,10.0,52.0,4,4,24,28,1610612737,Hawks,ATL,Atlanta,240:00,16.0,13.0,10.0,52.0,10.0,21.0,10.0,38.0,4,4,28,24
2,0021900526,1610612737,Hawks,ATL,Atlanta,240:00,16.0,13.0,10.0,52.0,10.0,21.0,10.0,38.0,4,4,28,24,1610612754,Pacers,IND,Indiana,240:00,10.0,21.0,10.0,38.0,16.0,13.0,10.0,52.0,4,4,24,28
1,0021900527,1610612760,Thunder,OKC,Oklahoma City,240:00,20.0,21.0,10.0,48.0,15.0,12.0,7.0,46.0,4,0,16,26,1610612739,Cavaliers,CLE,Cleveland,240:00,15.0,12.0,7.0,46.0,20.0,21.0,10.0,48.0,0,4,26,16
2,0021900527,1610612739,Cavaliers,CLE,Cleveland,240:00,15.0,12.0,7.0,46.0,20.0,21.0,10.0,48.0,0,4,26,16,1610612760,Thunder,OKC,Oklahoma City,240:00,20.0,21.0,10.0,48.0,15.0,12.0,7.0,46.0,4,0,16,26
1,0021900528,1610612764,Wizards,WAS,Washington,240:00,18.0,26.0,13.0,72.0,16.0,10.0,10.0,52.0,6,2,28,23,1610612743,Nuggets,DEN,Denver,240:00,16.0,10.0,10.0,52.0,18.0,26.0,13.0,72.0,2,6,23,28
2,0021900528,1610612743,Nuggets,DEN,Denver,240:00,16.0,10.0,10.0,52.0,18.0,26.0,13.0,72.0,2,6,23,28,1610612764,Wizards,WAS,Washington,240:00,18.0,26.0,13.0,72.0,16.0,10.0,10.0,52.0,6,2,28,23
1,0021900529,1610612741,Bulls,CHI,Chicago,240:00,24.0,11.0,20.0,38.0,27.0,8.0,22.0,60.0,5,5,22,22,1610612738,Celtics,BOS,Boston,240:00,27.0,8.0,22.0,60.0,24.0,11.0,20.0,38.0,5,5,22,22
2,0021900529,1610612738,Celtics,BOS,Boston,240:00,27.0,8.0,22.0,60.0,24.0,11.0,20.0,38.0,5,5,22,22,1610612741,Bulls,CHI,Chicago,240:00,24.0,11.0,20.0,38.0,27.0,8.0,22.0,60.0,5,5,22,22
1,0021900530,1610612742,Mavericks,DAL,Dallas,265:00,19.0,21.0,17.0,60.0,12.0,18.0,15.0,56.0,4,5,25,22,1610612766,Hornets,CHA,Charlotte,265:00,12.0,18.0,15.0,56.0,19.0,21.0,17.0,60.0,5,4,22,25
2,0021900530,1610612766,Hornets,CHA,Charlotte,265:00,12.0,18.0,15.0,56.0,19.0,21.0,17.0,60.0,5,4,22,25,1610612742,Mavericks,DAL,Dallas,265:00,19.0,21.0,17.0,60.0,12.0,18.0,15.0,56.0,4,5,25,22
1,0021900531,1610612759,Spurs,SAS,San Antonio,240:00,6.0,11.0,4.0,26.0,12.0,5.0,17.0,40.0,0,10,20,22,1610612749,Bucks,MIL,Milwaukee,240:00,12.0,5.0,17.0,40.0,6.0,11.0,4.0,26.0,10,0,22,20
2,0021900531,1610612749,Bucks,MIL,Milwaukee,240:00,12.0,5.0,17.0,40.0,6.0,11.0,4.0,26.0,10,0,22,20,1610612759,Spurs,SAS,San Antonio,240:00,6.0,11.0,4.0,26.0,12.0,5.0,17.0,40.0,0,10,20,22
1,0021900532,1610612744,Warriors,GSW,Golden State,240:00,26.0,12.0,11.0,32.0,16.0,11.0,11.0,52.0,3,5,19,25,1610612765,Pistons,DET,Detroit,240:00,16.0,11.0,11.0,52.0,26.0,12.0,11.0,32.0,5,3,25,19
2,0021900532,1610612765,Pistons,DET,Detroit,240:00,16.0,11.0,11.0,52.0,26.0,12.0,11.0,32.0,5,3,25,19,1610612744,Warriors,GSW,Golden State,240:00,26.0,12.0,11.0,32.0,16.0,11.0,11.0,52.0,3,5,19,25
1,0021900533,1610612758,Kings,SAC,Sacramento,240:00,22.0,16.0,14.0,48.0,29.0,19.0,17.0,42.0,3,3,24,25,1610612740,Pelicans,NOP,New Orleans,240:00,29.0,19.0,17.0,42.0,22.0,16.0,14.0,48.0,3,3,25,24
2,0021900533,1610612740,Pelicans,NOP,New Orleans,240:00,29.0,19.0,17.0,42.0,22.0,16.0,14.0,48.0,3,3,25,24,1610612758,Kings,SAC,Sacramento,240:00,22.0,16.0,14.0,48.0,29.0,19.0,17.0,42.0,3,3,24,25
1,0021900534,1610612752,Knicks,NYK,New York,240:00,25.0,13.0,23.0,50.0,15.0,13.0,12.0,48.0,4,3,26,27,1610612746,Clippers,LAC,LA,240:00,15.0,13.0,12.0,48.0,25.0,13.0,23.0,50.0,3,4,27,26
2,0021900534,1610612746,Clippers,LAC,LA,240:00,15.0,13.0,12.0,48.0,25.0,13.0,23.0,50.0,3,4,27,26,1610612752,Knicks,NYK,New York,240:00,25.0,13.0,23.0,50.0,15.0,13.0,12.0,48.0,4,3,26,27
1,0021900535,1610612757,Trail Blazers,POR,Portland,240:00,18.0,12.0,10.0,46.0,4.0,6.0,16.0,52.0,4,5,15,17,1610612748,Heat,MIA,Miami,240:00,4.0,6.0,16.0,52.0,18.0,12.0,10.0,46.0,5,4,17,15
2,0021900535,1610612748,Heat,MIA,Miami,240:00,4.0,6.0,16.0,52.0,18.0,12.0,10.0,46.0,5,4,17,15,1610612757,Trail Blazers,POR,Portland,240:00,18.0,12.0,10.0,46.0,4.0,6.0,16.0,52.0,4,5,15,17
1,0021900536,1610612750,Timberwolves,MIN,Minnesota,240:00,23.0,20.0,8.0,58.0,20.0,10.0,6.0,50.0,8,2,19,13,1610612739,Cavaliers,CLE,Cleveland,240:00,20.0,10.0,6.0,50.0,23.0,20.0,8.0,58.0,2,8,13,19
2,0021900536,1610612739,Cavaliers,CLE,Cleveland,240:00,20.0,10.0,6.0,50.0,23.0,20.0,8.0,58.0,2,8,13,19,1610612750,Timberwolves,MIN,Minnesota,240:00,23.0,20.0,8.0,58.0,20.0,10.0,6.0,50.0,8,2,19,13
1,0021900537,1610612756,Suns,PHX,Phoenix,240:00,19.0,14.0,16.0,52.0,12.0,6.0,16.0,46.0,4,8,19,22,1610612763,Grizzlies,MEM,Memphis,240:00,12.0,6.0,16.0,46.0,19.0,14.0,16.0,52.0,8,4,22,19
2,0021900537,1610612763,Grizzlies,MEM,Memphis,240:00,12.0,6.0,16.0,46.0,19.0,14.0,16.0,52.0,8,4,22,19,1610612756,Suns,PHX,Phoenix,240:00,19.0,14.0,16.0,52.0,12.0,6.0,16.0,46.0,4,8,19,22
1,0021900538,1610612747,Lakers,LAL,Los Angeles,240:00,17.0,15.0,24.0,66.0,10.0,12.0,11.0,32.0,20,6,22,22,1610612765,Pistons,DET,Detroit,240:00,10.0,12.0,11.0,32.0,17.0,15.0,24.0,66.0,6,20,22,22
2,0021900538,1610612765,Pistons,DET,Detroit,240:00,10.0,12.0,11.0,32.0,17.0,15.0,24.0,66.0,6,20,22,22,1610612747,Lakers,LAL,Los Angeles,240:00,17.0,15.0,24.0,66.0,10.0,12.0,11.0,32.0,20,6,22,22
1,0021900539,1610612754,Pacers,IND,Indiana,240:00,16.0,12.0,12.0,66.0,11.0,8.0,8.0,46.0,5,3,23,14,1610612766,Hornets,CHA,Charlotte,240:00,11.0,8.0,8.0,46.0,16.0,12.0,12.0,66.0,3,5,14,23
2,0021900539,1610612766,Hornets,CHA,Charlotte,240:00,11.0,8.0,8.0,46.0,16.0,12.0,12.0,66.0,3,5,14,23,1610612754,Pacers,IND,Indiana,240:00,16.0,12.0,12.0,66.0,11.0,8.0,8.0,46.0,5,3,23,14
1,0021900540,1610612753,Magic,ORL,Orlando,240:00,10.0,13.0,13.0,50.0,20.0,14.0,10.0,44.0,3,1,19,19,1610612751,Nets,BKN,Brooklyn,240:00,20.0,14.0,10.0,44.0,10.0,13.0,13.0,50.0,1,3,19,19
2,0021900540,1610612751,Nets,BKN,Brooklyn,240:00,20.0,14.0,10.0,44.0,10.0,13.0,13.0,50.0,1,3,19,19,1610612753,Magic,ORL,Orlando,240:00,10.0,13.0,13.0,50.0,20.0,14.0,10.0,44.0,3,1,19,19
